"Group.1","transcript","baseMean","log2FoldChange","lfcSE","pvalue","padj","gene","tair_symbol","uniprotswissprot","entrezgene_id","description","external_gene_name","external_gene_source"
"AT4G21215","AT4G21215.2,AT4G21215.1","141.206181516213","0.714015845505845","0.242404939634757","0.000316120066820969","0.00630707627902838","AT4G21215","","","827870","AT4G21215 protein [Source:UniProtKB/TrEMBL;Acc:B9DFM7]","",""
"AT4G21380","AT4G21380.2,AT4G21380.1","50.3301417684868","0.947630218217808","0.515090584560802","0.00303953745108208","0.0363260876838312","AT4G21380","ARK3","O81905,P0DH86,P0DH87,","827890","Receptor-like serine/threonine-protein kinase SD1-8 [Source:UniProtKB/Swiss-Prot;Acc:O81905]","SD18","UniProtKB Gene Name"
"AT4G21430","AT4G21430.1","111.951017926366","0.661780167743076","0.252610825449983","0.000890609589728252","0.0145621819899523","AT4G21430","B160","","827895","Protein B160 [Source:UniProtKB/TrEMBL;Acc:Q8H1S7]","B160","TAIR Gene Name"
"AT4G21670","AT4G21670.1","148.673581709704","-0.522376441692615","0.219774670901725","0.00262148036230916","0.032589984992206","AT4G21670","CPL1","Q5YDB6","828254","RNA polymerase II C-terminal domain phosphatase-like 1 [Source:UniProtKB/Swiss-Prot;Acc:Q5YDB6]","CPL1","UniProtKB Gene Name"
"AT4G22070","AT4G22070.1,AT4G22070.2,AT4G22070.3,AT4G22070.4","25.5145066802307,22.6303304486491,23.6259157995128,23.1612273685378","1.54022839130642,1.56325325753579,1.57653042234142,1.61373179131343","0.505585605979729,0.502450110284454,0.497360091140733,0.499347722424371","0.000110810742340582,9.08749412900687e-05,7.48644887473711e-05,6.05146809532872e-05","0.00271661874409872,0.00229626909127864,0.00195822015664692,0.00162687348669831","AT4G22070","WRKY31","Q93WT0","828296","Probable WRKY transcription factor 31 [Source:UniProtKB/Swiss-Prot;Acc:Q93WT0]","WRKY31","UniProtKB Gene Name"
"AT4G22513","AT4G22513.1","1253.02731397604","-0.529239767364031","0.23348824998601","0.00331547929672622","0.038517306928874","AT4G22513","","","5008158","Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein [Source:UniProtKB/TrEMBL;Acc:A8MQX6]","",""
"AT4G22780","AT4G22780.1,AT4G22780.2","250.673809266451,251.064893410385","0.542637114282913,0.536048247105934","0.206425601775678,0.207063854113261","0.00128860259290899,0.00147645482253552","0.0191439630988008,0.0212335060463231","AT4G22780","ACR7","Q8LJW1","828377","ACT domain-containing protein ACR7 [Source:UniProtKB/Swiss-Prot;Acc:Q8LJW1]","ACR7","UniProtKB Gene Name"
"AT4G23010","AT4G23010.2,AT4G23010.1","236.909866524108,235.536124265009","0.744166536145834,0.755299821978373","0.284649422759691,0.289128092196371","0.000767725777071042,0.000754413807131278","0.0129429513106906,0.0127786902307171","AT4G23010","UTR2,ATUTR2","Q29Q28,","828400","UDP-galactose transporter 2 [Source:TAIR;Acc:AT4G23010]","UTR2","TAIR Gene Name"
"AT4G23540","AT4G23540.1","194.213368296891","0.450718953642461","0.179802472574572","0.00254238053919218","0.0319022165226041","AT4G23540","","","828454","ARM repeat superfamily protein [Source:UniProtKB/TrEMBL;Acc:F4JNL5]","",""
"AT4G23670","AT4G23670.1","3160.74303172978","-0.434450354773958","0.172091798558626","0.00255671810523394","0.0320301802522928","AT4G23670","","","828467","AT4G23670 protein [Source:UniProtKB/TrEMBL;Acc:Q9SUR0]","",""
"AT4G24240","AT4G24240.1,AT4G24240.2","343.84666297224,345.511261744706","0.568535840620077,0.579231040779658","0.144367625852004,0.143634829383813","1.27977421718046e-05,8.36273638116999e-06","0.000428281534306602,0.000297901307220941","AT4G24240","WRKY7","Q9STX0,","828525","Probable WRKY transcription factor 7 [Source:UniProtKB/Swiss-Prot;Acc:Q9STX0]","WRKY7","UniProtKB Gene Name"
"AT4G24280","AT4G24280.1","1705.1559975588","-0.440343023400112","0.111161273960405","1.85452235117297e-05","0.000591947621101298","AT4G24280","cpHsc70-1","Q9STW6","828531","Heat shock 70 kDa protein 6, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q9STW6]","HSP70-6","UniProtKB Gene Name"
"AT4G24570","AT4G24570.1","284.229849419023","0.469841767835553","0.200135221965815","0.00353587484800521","0.0403714986718374","AT4G24570","DIC2","Q9SB52","828559","DIC2 [Source:UniProtKB/TrEMBL;Acc:A0A178URN9]","PUMP4","UniProtKB Gene Name"
"AT4G24590","AT4G24590.5","336.033545932491","-0.39445643093369","0.163113834771346","0.00405836860801624","0.0447253010487319","AT4G24590","","","828561","unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT5G49710.3); Ha. [Source:TAIR;Acc:AT4G24590]","",""
"AT4G24770","AT4G24770.1,AT4G24770.2","829.924478554559","-0.428376815264248","0.16281601642013","0.00197848659946702","0.0265947646236904","AT4G24770","RBP31","Q04836","828579","31 kDa ribonucleoprotein, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q04836]","CP31A","UniProtKB Gene Name"
"AT4G24930","AT4G24930.1","712.528523139753","-0.534008030398268","0.141621214744909","2.83846103228257e-05","0.000854682724855486","AT4G24930","","Q9SW33","828595","Thylakoid lumenal 17.9 kDa protein, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q9SW33]","",""
"AT4G25050","AT4G25050.2,AT4G25050.1","6692.90583610707,6713.15534028553","-0.312436868246198,-0.313538705330801","0.121670834331208,0.121351702700545","0.00391308900882825,0.00422218646562423","0.0435255208152759,0.0459593431652051","AT4G25050","ACP4","Q9SW21,","828608","Acyl carrier protein 4 [Source:UniProtKB/TrEMBL;Acc:F4JRT7]","ACP4","TAIR Gene Name"
"AT4G25130","AT4G25130.1","1414.07501895138","-0.395552021631058","0.119427519997424","0.000263337633435088","0.00540736713751052","AT4G25130","PMSR4","P54150","828616","Peptide methionine sulfoxide reductase A4, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:P54150]","MSR4","UniProtKB Gene Name"
"AT4G25230","AT4G25230.2,AT4G25230.1,AT4G25230.3","273.489457022071","-0.371711867962392","0.142153224963688","0.00271280243884593","0.0333590194371245","AT4G25230","RIN2","Q8VYC8","828626","E3 ubiquitin protein ligase RIN2 [Source:UniProtKB/Swiss-Prot;Acc:Q8VYC8]","RIN2","UniProtKB Gene Name"
"AT4G25560","AT4G25560.1","139.728187845964","-0.57449501794123","0.273983327151325","0.0040953025748129","0.0449704443398273","AT4G25560","AtMYB18","Q9M0K4,","828661","Transcription factor LAF1 [Source:UniProtKB/Swiss-Prot;Acc:Q9M0K4]","LAF1","UniProtKB Gene Name"
"AT4G25570","AT4G25570.2,AT4G25570.1","2105.37289940724,2105.08278505036","-0.293923274370634,-0.293598597742307","0.1096432764886,0.109669815491367","0.00324263498757755,0.0032864225169497","0.0380711918450456,0.0383409353108311","AT4G25570","ACYB-2",",Q8L856","828662","ACYB-2 [Source:UniProtKB/TrEMBL;Acc:A0A178UZ09]","ACYB-2","TAIR Gene Name"
"AT4G25810","AT4G25810.1","537.508026502538","0.681173365363923","0.179016201513281","1.65148517417444e-05","0.000540519081625316","AT4G25810","XTR6","Q38910","828686","Probable xyloglucan endotransglucosylase/hydrolase protein 23 [Source:UniProtKB/Swiss-Prot;Acc:Q38910]","XTH23","UniProtKB Gene Name"
"AT4G25900","AT4G25900.1","312.802886709533","0.75598134627976","0.195173509385589","1.09798831142572e-05","0.000376567161487725","AT4G25900","","","828696","Glucose-6-phosphate 1-epimerase [Source:UniProtKB/TrEMBL;Acc:Q940G5]","",""
"AT4G25940","AT4G25940.1","138.231307085156","0.591446631080917","0.199194022279073","0.000405407556430974","0.00771450896610362","AT4G25940","","Q8VYT2","828700","Putative clathrin assembly protein At4g25940 [Source:UniProtKB/Swiss-Prot;Acc:Q8VYT2]","",""
"AT4G26200","AT4G26200.1","337.600837359447","0.743270380642904","0.242545131950251","0.000205188249509583","0.00444700987144411","AT4G26200","ACS7","Q9STR4","828726","1-aminocyclopropane-1-carboxylate synthase 7 [Source:UniProtKB/Swiss-Prot;Acc:Q9STR4]","ACS7","UniProtKB Gene Name"
"AT4G26450","AT4G26450.2,AT4G26450.1","203.21388868484","-0.65073123524372","0.173109408504984","2.11706757269612e-05","0.000661557965406477","AT4G26450","","P0CB21","828751","Uncharacterized protein At4g26450 [Source:UniProtKB/Swiss-Prot;Acc:P0CB21]","",""
"AT4G26600","AT4G26600.1,AT4G26600.5,AT4G26600.4,AT4G26600.8","58.746852945503","0.827099800507182","0.332249048606561","0.000910847027393448","0.0148144211816086","AT4G26600","",",Q8VYM6","828767","S-adenosyl-L-methionine-dependent methyltransferases superfamily protein [Source:TAIR;Acc:AT4G26600]","",""
"AT4G26780","AT4G26780.1","125.312462135826","0.509235428062614","0.230401758161235","0.004124253776906","0.0451985500321206","AT4G26780","AR192","Q8LB47","828785","GrpE protein homolog 2, mitochondrial [Source:UniProtKB/Swiss-Prot;Acc:Q8LB47]","AR192","TAIR Gene Name"
"AT4G27520","AT4G27520.1","7196.28166665442","-0.419320804762394","0.117285751614757","9.28145981633385e-05","0.0023361259235829","AT4G27520","ENODL2","Q9T076","828861","Early nodulin-like protein 2 [Source:UniProtKB/Swiss-Prot;Acc:Q9T076]","ENODL2","TAIR Gene Name"
"AT4G27740","AT4G27740.1","214.333783967678","0.431466545246391","0.175122980055848","0.00312540546895635","0.0370340142741881","AT4G27740","","Q2V3E2","828888","Protein yippee-like [Source:UniProtKB/TrEMBL;Acc:A0A178UUJ4]","",""
"AT4G27852","AT4G27852.1","15.1708310837832","-1.16892737995401","0.797066538866609","0.00415510594000208","0.0454435986298284","AT4G27852","NA","NA","NA","NA","NA","NA"
"AT4G28350","AT4G28350.1","30.8361365235556","1.73045552606807","0.573903130744266","0.000103975994921843","0.00257023344379962","AT4G28350","","O49445","828950","Probable L-type lectin-domain containing receptor kinase VII.2 [Source:UniProtKB/Swiss-Prot;Acc:O49445]","LECRK72","UniProtKB Gene Name"
"AT4G28660","AT4G28660.1,AT4G28660.2","1550.3900433825,1550.21554300858","-0.565685017822152,-0.566098262109346","0.123534075806513,0.123565567780183","7.69847869112259e-07,7.61288774148951e-07","3.67683144005887e-05,3.64946933292767e-05","AT4G28660","PSB28",",Q8W0Y8","828984","Photosystem II reaction center Psb28 protein [Source:UniProtKB/TrEMBL;Acc:F4JM05]","PSB28","TAIR Gene Name"
"AT4G29060","AT4G29060.1,AT4G29060.2","4059.39595716136,2720.93777514788","-0.329817826625017,-0.341971326831087","0.125974689708217,0.119775883481735","0.00325972458130702,0.00158390115238763","0.0381280348510556,0.0224085976659603","AT4G29060","emb2726","Q9SZD6,","829027","Elongation factor Ts, mitochondrial [Source:UniProtKB/TrEMBL;Acc:Q9SZD6]","emb2726","TAIR Gene Name"
"AT4G29190","AT4G29190.1","1061.72770323839","0.986019541300823","0.151359109012801","6.02278010116091e-12","8.41145382648054e-10","AT4G29190","","Q9M0G2","829040","Zinc finger CCCH domain-containing protein 49 [Source:UniProtKB/Swiss-Prot;Acc:Q9M0G2]","",""
"AT4G29380","AT4G29380.1,AT4G29380.2","2080.44910391672,1988.20581433193","-0.347440749279921,-0.344939740428025","0.118394622868059,0.118557088374932","0.00116211816143417,0.00126236821699304","0.0177523122503211,0.0188265138174991","AT4G29380","",",Q9M0E5","829059","Serine/threonine-protein kinase VPS15 [Source:UniProtKB/Swiss-Prot;Acc:Q9M0E5]","VPS15","UniProtKB Gene Name"
"AT4G29390","AT4G29390.1","2093.27130957933","-0.387848750135129","0.124378850501176","0.00056146890715579","0.0099962566910947","AT4G29390","","P49689","835768,829060,816494","40S ribosomal protein S30 [Source:UniProtKB/Swiss-Prot;Acc:P49689]","RPS30A","UniProtKB Gene Name"
"AT4G29520","AT4G29520.1","355.401711180928","0.627559149065769","0.255012071088109","0.00152216738386297","0.0217522429578268","AT4G29520","","","829073","Nucleophosmin [Source:UniProtKB/TrEMBL;Acc:Q9SU93]","",""
"AT4G29905","AT4G29905.1","2818.18844527075","-0.613378348986665","0.159861064687809","1.72070767543502e-05","0.000557515051355771","AT4G29905","","","829113","Putative uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:Q940I1]","",""
"AT4G30010","AT4G30010.1","2042.26445740444","-0.350013804875688","0.12675143096759","0.00197455838702388","0.0265593172722147","AT4G30010","","","829124","AT4g30010/F6G3_40 [Source:UniProtKB/TrEMBL;Acc:Q9SZV4]","",""
"AT4G30950","AT4G30950.1","1483.86584825055","-0.507012287779172","0.152064754640216","0.000157639727370323","0.0036021562274355","AT4G30950","FAD6","P46312","829220","SFD4 [Source:UniProtKB/TrEMBL;Acc:A0A178V0M7]","FAD6","UniProtKB Gene Name"
"AT4G30960","AT4G30960.1","2101.63935583053","0.460846468780449","0.137225968821667","0.000175395688873468","0.00391312434818858","AT4G30960","CIPK6","O65554","829221","CBL-interacting serine/threonine-protein kinase 6 [Source:UniProtKB/Swiss-Prot;Acc:O65554]","CIPK6","UniProtKB Gene Name"
"AT4G30990","AT4G30990.2,AT4G30990.1,AT4G30990.3","67.9765253958116","0.77816186494793","0.327372770227037","0.00130986713991868","0.0194077059268074","AT4G30990","","","829224","ARM repeat superfamily protein [Source:TAIR;Acc:AT4G30990]","",""
"AT4G31460","AT4G31460.1","228.734041463651","-0.377582525552376","0.152467317626438","0.00382813869407055","0.0428764833580815","AT4G31460","","","829273","AT4g31460/F3L17_30 [Source:UniProtKB/TrEMBL;Acc:Q9SV23]","",""
"AT4G31800","AT4G31800.1,AT4G31800.3,AT4G31800.1,AT4G31800.3,AT4G31800.2","293.523143622804,303.704606616434,304.985964742561,555.975292979489","1.00498211141435,0.980866732853378,0.607668527747401,0.906995858917052","0.259423875085236,0.261229949519609,0.296296344030356,0.264467461798883","7.67192795865989e-06,1.25381315447372e-05,0.00414119064033228,4.56502149731606e-05","0.000275832904283194,0.000421050483454602,0.0453327960135525,0.00127695171110028","AT4G31800","WRKY18","Q9C5T4,","829308","WRKY like transcription factor [Source:UniProtKB/TrEMBL;Acc:Q0WTZ3]","WRKY18","UniProtKB Gene Name"
"AT4G32070","AT4G32070.1,AT4G32070.2","552.35062530445,285.340342308733","-0.447481575376332,-0.415879210285467","0.127256020092033,0.161560543498442","0.000103226800067166,0.00245885052930457","0.00255661458860332,0.0310961397766187","AT4G32070","Phox4","F4JTI1","829338","Protein PHOX4 [Source:UniProtKB/Swiss-Prot;Acc:F4JTI1]","Phox4","TAIR Gene Name"
"AT4G32180","AT4G32180.3,AT4G32180.2,AT4G32180.1","35.5405122776879,25.094928392675","-0.823761548784079,-0.852418521071226","0.405997989730092,0.490151962337778","0.00260319986168513,0.00412987295789653","0.0324064311291704,0.0452473138626976","AT4G32180","ATPANK2",",Q8L5Y9","829351","Pantothenate kinase 2 [Source:UniProtKB/TrEMBL;Acc:A0A178V4D0]","PANK2","UniProtKB Gene Name"
"AT4G32470","AT4G32470.2,AT4G32470.1","1414.6292922115","-0.459483359806109","0.0964928719716882","4.9579032222754e-07","2.48447466395008e-05","AT4G32470","",",Q9SUU5","829382","Cytochrome b-c1 complex subunit 7-1 [Source:UniProtKB/Swiss-Prot;Acc:Q9SUU5]","QCR7-1","UniProtKB Gene Name"
"AT4G33030","AT4G33030.1","295.179415191064","0.6391000567658","0.215495484845884","0.000352256072435673","0.00691745097372917","AT4G33030","SQD1","O48917","829440","UDP-sulfoquinovose synthase, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:O48917]","SQD1","UniProtKB Gene Name"
"AT4G33666","AT4G33666.1","1174.24800720807","-0.473377418514294","0.13822783920297","0.000127448921579833","0.00303975892739669","AT4G33666","","","829508","Uncharacterized protein At4g33666 [Source:UniProtKB/TrEMBL;Acc:Q94AJ7]","",""
"AT4G33680","AT4G33680.1","601.252872277927","-0.436662938764504","0.138826188893645","0.000392503920322015","0.00754317270818553","AT4G33680","AGD2","Q93ZN9","829510","LL-diaminopimelate aminotransferase, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q93ZN9]","DAP","UniProtKB Gene Name"
"AT4G33770","AT4G33770.1,AT4G33770.3,AT4G33770.2","33.4546532194223,33.1855068604143","0.847357095545416,0.822990229762011","0.379685930487219,0.383079994561442","0.00163172627225031,0.0020365833102343","0.0229045582613482,0.0271438641065169","AT4G33770","",",O81893","829519","Inositol-tetrakisphosphate 1-kinase 2 [Source:UniProtKB/Swiss-Prot;Acc:O81893]","ITPK2","UniProtKB Gene Name"
"AT4G34110","AT4G34110.1","5099.01225630025","-0.258979108584748","0.0860316432358632","0.0013565477927049","0.019931412042758","AT4G34110","PAB2","P42731","829557","Polyadenylate-binding protein [Source:UniProtKB/TrEMBL;Acc:A0A178UWB3]","PAB2","UniProtKB Gene Name"
"AT4G34230","AT4G34230.1,AT4G34230.2","700.47833330953,699.212131550617","0.479893366129439,0.47866964427816","0.178580071341907,0.177837365359397","0.00137592054215619,0.00136929633253107","0.0201700879476523,0.0200805905687251","AT4G34230","CAD5","O49482,","829572","Cinnamyl alcohol dehydrogenase 5 [Source:UniProtKB/Swiss-Prot;Acc:O49482]","CAD5","UniProtKB Gene Name"
"AT4G34350","AT4G34350.1","4130.13576480703","-0.529844658415691","0.147564219500158","5.80083813321436e-05","0.00157260843743189","AT4G34350","CLB6","Q94B35","829585","4-hydroxy-3-methylbut-2-enyl diphosphate reductase, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q94B35]","ISPH","UniProtKB Gene Name"
"AT4G34620","AT4G34620.1","20329.9393106747","-0.345353582481883","0.121399190067805","0.00148719720579249","0.021356240201666","AT4G34620","SSR16","O65686","829614","SSR16 [Source:UniProtKB/TrEMBL;Acc:A0A178UZA3]","RPS16-1","UniProtKB Gene Name"
"AT4G34770","AT4G34770.1","11.8446805123361","1.5968469816525","0.791906504239843","0.00154271655040681","0.0219821482390563","AT4G34770","","","829629","SAUR-like auxin-responsive protein family [Source:UniProtKB/TrEMBL;Acc:Q9SW57]","",""
"AT4G34860","AT4G34860.2,AT4G34860.1","75.3807445554912","-0.815619846434067","0.330120670731724","0.000948916890722147","0.0153212849893476","AT4G34860","","Q9SW48","829638","A/N-InvB [Source:UniProtKB/TrEMBL;Acc:A0A178V2X0]","INVB","UniProtKB Gene Name"
"AT4G34970","AT4G34970.1","80.0841489579957","-0.695037422006166","0.308583670884587","0.00204977073885319","0.0272406151849105","AT4G34970","ADF9","O49606","829649","Actin-depolymerizing factor 9 [Source:UniProtKB/Swiss-Prot;Acc:O49606]","ADF9","UniProtKB Gene Name"
"AT4G35250","AT4G35250.1","1289.96027148913","-0.524015384050254","0.149391211180246","7.91184203788612e-05","0.00205421155085679","AT4G35250","","O65502","829678","HCF244 [Source:UniProtKB/TrEMBL;Acc:A0A178UXV2]","",""
"AT4G35390","AT4G35390.1","11.0089923216996","2.01643998418834","0.945091077093955","0.00101727477580139","0.0162018493110961","AT4G35390","AGF1","Q6DBQ1","829692","AT-hook motif nuclear-localized protein 25 [Source:UniProtKB/Swiss-Prot;Acc:Q6DBQ1]","AHL25","UniProtKB Gene Name"
"AT4G35460","AT4G35460.1","201.37510623128","-0.5415630890854","0.161287078493205","0.000129820783903011","0.00307735713607346","AT4G35460","ATNTRB","Q39243","829698","Thioredoxin reductase 1, mitochondrial [Source:UniProtKB/Swiss-Prot;Acc:Q39243]","NTR1","UniProtKB Gene Name"
"AT4G35480","AT4G35480.1","237.584447673498","0.738708463616086","0.17697554204527","3.20535170284856e-06","0.000130117771223924","AT4G35480","RHA3B","Q9ZT49","829700","RHA3B [Source:UniProtKB/TrEMBL;Acc:A0A178UXS9]","ATL45","UniProtKB Gene Name"
"AT4G35570","AT4G35570.1,AT4G35570.2","438.665991395217,438.576275942215","-0.327268284517836,-0.327985336121532","0.127935056084255,0.127825471549124","0.00393841794161542,0.00383673253199769","0.0437569317890103,0.0429354453956791","AT4G35570","HMGB5","O49597","829709","High mobility group B protein 5 [Source:UniProtKB/Swiss-Prot;Acc:O49597]","HMGB5","UniProtKB Gene Name"
