"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0051046","GO:0051046","regulation of secretion","1/524","11/21644",0.236352587072016,0.668110533402766,0.594505135655004,"AtRabE1b",1
"GO:0051090","GO:0051090","regulation of DNA-binding transcription factor activity","1/524","11/21644",0.236352587072016,0.668110533402766,0.594505135655004,"AtTCP21",1
"GO:0070973","GO:0070973","protein localization to endoplasmic reticulum exit site","1/524","11/21644",0.236352587072016,0.668110533402766,0.594505135655004,"MAG5",1
"GO:0080142","GO:0080142","regulation of salicylic acid biosynthetic process","1/524","11/21644",0.236352587072016,0.668110533402766,0.594505135655004,"CBP60G",1
"GO:0080183","GO:0080183","response to photooxidative stress","1/524","11/21644",0.236352587072016,0.668110533402766,0.594505135655004,"MBS1",1
"GO:1900056","GO:1900056","negative regulation of leaf senescence","1/524","11/21644",0.236352587072016,0.668110533402766,0.594505135655004,"ATGLK1",1
"GO:1901983","GO:1901983","regulation of protein acetylation","1/524","11/21644",0.236352587072016,0.668110533402766,0.594505135655004,"OTLD1",1
"GO:1903530","GO:1903530","regulation of secretion by cell","1/524","11/21644",0.236352587072016,0.668110533402766,0.594505135655004,"AtRabE1b",1
"GO:1905622","GO:1905622","negative regulation of leaf development","1/524","11/21644",0.236352587072016,0.668110533402766,0.594505135655004,"ATGLK1",1
"GO:2000756","GO:2000756","regulation of peptidyl-lysine acetylation","1/524","11/21644",0.236352587072016,0.668110533402766,0.594505135655004,"OTLD1",1
"GO:0009060","GO:0009060","aerobic respiration","3/524","70/21644",0.240226510598712,0.668110533402766,0.594505135655004,"ATPEPC1/SDH2-2/SDHAF4",3
"GO:1901659","GO:1901659","glycosyl compound biosynthetic process","3/524","70/21644",0.240226510598712,0.668110533402766,0.594505135655004,"CYP79B3/AtMYB51/RSW10",3
"GO:0009226","GO:0009226","nucleotide-sugar biosynthetic process","2/524","39/21644",0.24342073824313,0.668110533402766,0.594505135655004,"CYT1/UGP3",2
"GO:0009756","GO:0009756","carbohydrate mediated signaling","2/524","39/21644",0.24342073824313,0.668110533402766,0.594505135655004,"ATBT2/AtbZIP1",2
"GO:0010182","GO:0010182","sugar mediated signaling pathway","2/524","39/21644",0.24342073824313,0.668110533402766,0.594505135655004,"ATBT2/AtbZIP1",2
"GO:0017001","GO:0017001","antibiotic catabolic process","2/524","39/21644",0.24342073824313,0.668110533402766,0.594505135655004,"ATCAT3/TPX2",2
"GO:0033108","GO:0033108","mitochondrial respiratory chain complex assembly","2/524","39/21644",0.24342073824313,0.668110533402766,0.594505135655004,"AtHIGD2/SDHAF4",2
"GO:0035195","GO:0035195","gene silencing by miRNA","2/524","39/21644",0.24342073824313,0.668110533402766,0.594505135655004,"AtSOD2/ASU1",2
"GO:0051648","GO:0051648","vesicle localization","2/524","39/21644",0.24342073824313,0.668110533402766,0.594505135655004,"MAG5/ATVIIIB",2
"GO:0051650","GO:0051650","establishment of vesicle localization","2/524","39/21644",0.24342073824313,0.668110533402766,0.594505135655004,"MAG5/ATVIIIB",2
"GO:0033014","GO:0033014","tetrapyrrole biosynthetic process","3/524","71/21644",0.246707870964258,0.668110533402766,0.594505135655004,"ATGLK1/hemf2/AtUPM1",3
"GO:0051274","GO:0051274","beta-glucan biosynthetic process","3/524","71/21644",0.246707870964258,0.668110533402766,0.594505135655004,"ATCSLB03/CYT1/RSW10",3
"GO:0016458","GO:0016458","gene silencing","6/524","174/21644",0.246765014730595,0.668110533402766,0.594505135655004,"H2A.Z/AtSOD2/h2a.w.7/ASU1/h2a.w.6/MAIL1",6
"GO:0044270","GO:0044270","cellular nitrogen compound catabolic process","7/524","210/21644",0.247837911125307,0.668110533402766,0.594505135655004,"CYP79B3/ATCTH/ASU1/AtCAF1a/ATGSTU13/ABCG36/ECT8",7
"GO:0009735","GO:0009735","response to cytokinin","4/524","105/21644",0.249963038985124,0.668110533402766,0.594505135655004,"HBI1/AtKFB50/KFB20/KFB01",4
"GO:0000381","GO:0000381","regulation of alternative mRNA splicing, via spliceosome","2/524","40/21644",0.252435646690952,0.668110533402766,0.594505135655004,"NA/At-SR30",2
"GO:0006119","GO:0006119","oxidative phosphorylation","2/524","40/21644",0.252435646690952,0.668110533402766,0.594505135655004,"SDH2-2/NA",2
"GO:0006334","GO:0006334","nucleosome assembly","2/524","40/21644",0.252435646690952,0.668110533402766,0.594505135655004,"NA/H2B",2
"GO:0009838","GO:0009838","abscission","2/524","40/21644",0.252435646690952,0.668110533402766,0.594505135655004,"SAG101/ATH1",2
"GO:0022904","GO:0022904","respiratory electron transport chain","2/524","40/21644",0.252435646690952,0.668110533402766,0.594505135655004,"SDH2-2/NA",2
"GO:0051156","GO:0051156","glucose 6-phosphate metabolic process","2/524","40/21644",0.252435646690952,0.668110533402766,0.594505135655004,"PGL1/RSW10",2
"GO:0009734","GO:0009734","auxin-activated signaling pathway","3/524","72/21644",0.253216031317343,0.668110533402766,0.594505135655004,"ATBT2/RVE1/ATMYB44",3
"GO:0006222","GO:0006222","UMP biosynthetic process","1/524","12/21644",0.254849847940793,0.668110533402766,0.594505135655004,"CARB",1
"GO:0006901","GO:0006901","vesicle coating","1/524","12/21644",0.254849847940793,0.668110533402766,0.594505135655004,"MAG5",1
"GO:0009113","GO:0009113","purine nucleobase biosynthetic process","1/524","12/21644",0.254849847940793,0.668110533402766,0.594505135655004,"PUR4",1
"GO:0009174","GO:0009174","pyrimidine ribonucleoside monophosphate biosynthetic process","1/524","12/21644",0.254849847940793,0.668110533402766,0.594505135655004,"CARB",1
"GO:0009410","GO:0009410","response to xenobiotic stimulus","1/524","12/21644",0.254849847940793,0.668110533402766,0.594505135655004,"ATMYB3R-1",1
"GO:0009608","GO:0009608","response to symbiont","1/524","12/21644",0.254849847940793,0.668110533402766,0.594505135655004,"ATDHAR1",1
"GO:0009616","GO:0009616","virus induced gene silencing","1/524","12/21644",0.254849847940793,0.668110533402766,0.594505135655004,"ASU1",1
"GO:0009684","GO:0009684","indoleacetic acid biosynthetic process","1/524","12/21644",0.254849847940793,0.668110533402766,0.594505135655004,"CYP79B3",1
"GO:0009963","GO:0009963","positive regulation of flavonoid biosynthetic process","1/524","12/21644",0.254849847940793,0.668110533402766,0.594505135655004,"CYP711A1",1
"GO:0009970","GO:0009970","cellular response to sulfate starvation","1/524","12/21644",0.254849847940793,0.668110533402766,0.594505135655004,"ATCAT3",1
"GO:0010098","GO:0010098","suspensor development","1/524","12/21644",0.254849847940793,0.668110533402766,0.594505135655004,"ASU1",1
"GO:0010196","GO:0010196","nonphotochemical quenching","1/524","12/21644",0.254849847940793,0.668110533402766,0.594505135655004,"NA",1
"GO:0016559","GO:0016559","peroxisome fission","1/524","12/21644",0.254849847940793,0.668110533402766,0.594505135655004,"ARC5",1
"GO:0042126","GO:0042126","nitrate metabolic process","1/524","12/21644",0.254849847940793,0.668110533402766,0.594505135655004,"GNR1",1
"GO:0042128","GO:0042128","nitrate assimilation","1/524","12/21644",0.254849847940793,0.668110533402766,0.594505135655004,"GNR1",1
"GO:0042753","GO:0042753","positive regulation of circadian rhythm","1/524","12/21644",0.254849847940793,0.668110533402766,0.594505135655004,"AtTCP21",1
"GO:0046049","GO:0046049","UMP metabolic process","1/524","12/21644",0.254849847940793,0.668110533402766,0.594505135655004,"CARB",1
"GO:0048587","GO:0048587","regulation of short-day photoperiodism, flowering","1/524","12/21644",0.254849847940793,0.668110533402766,0.594505135655004,"LSU4",1
"GO:0052018","GO:0052018","modulation by symbiont of RNA levels in host","1/524","12/21644",0.254849847940793,0.668110533402766,0.594505135655004,"ASU1",1
"GO:0052249","GO:0052249","modulation of RNA levels in other organism involved in symbiotic interaction","1/524","12/21644",0.254849847940793,0.668110533402766,0.594505135655004,"ASU1",1
"GO:0071484","GO:0071484","cellular response to light intensity","1/524","12/21644",0.254849847940793,0.668110533402766,0.594505135655004,"AtSOD2",1
"GO:0072659","GO:0072659","protein localization to plasma membrane","1/524","12/21644",0.254849847940793,0.668110533402766,0.594505135655004,"AT-SYR1",1
"GO:1902288","GO:1902288","regulation of defense response to oomycetes","1/524","12/21644",0.254849847940793,0.668110533402766,0.594505135655004,"SAG101",1
"GO:1990066","GO:1990066","energy quenching","1/524","12/21644",0.254849847940793,0.668110533402766,0.594505135655004,"NA",1
"GO:1990778","GO:1990778","protein localization to cell periphery","1/524","12/21644",0.254849847940793,0.668110533402766,0.594505135655004,"AT-SYR1",1
"GO:0000910","GO:0000910","cytokinesis","4/524","106/21644",0.255259744753458,0.668110533402766,0.594505135655004,"KEU/ASU1/ATCSLB03/ATMYB3R-1",4
"GO:0010224","GO:0010224","response to UV-B","3/524","73/21644",0.259748465172526,0.673216472749857,0.599048556260466,"AtSOD2/ATLPP1/VQ12",3
"GO:0015698","GO:0015698","inorganic anion transport","4/524","107/21644",0.260579118483933,0.673216472749857,0.599048556260466,"ATCLC-A/ATPT1/APT1/DIC3",4
"GO:0009156","GO:0009156","ribonucleoside monophosphate biosynthetic process","2/524","41/21644",0.26145830156004,0.673216472749857,0.599048556260466,"CARB/PUR4",2
"GO:1901699","GO:1901699","cellular response to nitrogen compound","2/524","41/21644",0.26145830156004,0.673216472749857,0.599048556260466,"ABCG36/ATMYB3R-1",2
"GO:0019439","GO:0019439","aromatic compound catabolic process","7/524","214/21644",0.262547542568288,0.673216472749857,0.599048556260466,"CYP79B3/ATCTH/ASU1/AtCAF1a/ATGSTU13/ABCG36/ECT8",7
"GO:0007264","GO:0007264","small GTPase mediated signal transduction","3/524","74/21644",0.266302690285381,0.673216472749857,0.599048556260466,"AtRabE1b/AtRABA1c/ATHSGBP",3
"GO:0009813","GO:0009813","flavonoid biosynthetic process","3/524","74/21644",0.266302690285381,0.673216472749857,0.599048556260466,"NA/CYP711A1/ATMYBL2",3
"GO:0009161","GO:0009161","ribonucleoside monophosphate metabolic process","2/524","42/21644",0.270483055158041,0.673216472749857,0.599048556260466,"CARB/PUR4",2
"GO:0051261","GO:0051261","protein depolymerization","2/524","42/21644",0.270483055158041,0.673216472749857,0.599048556260466,"ADF3/ADF9",2
"GO:0006497","GO:0006497","protein lipidation","4/524","109/21644",0.271280428510384,0.673216472749857,0.599048556260466,"AKINBETA1/ARFA1D/ARF1/NA",4
"GO:0042158","GO:0042158","lipoprotein biosynthetic process","4/524","109/21644",0.271280428510384,0.673216472749857,0.599048556260466,"AKINBETA1/ARFA1D/ARF1/NA",4
"GO:0042176","GO:0042176","regulation of protein catabolic process","3/524","75/21644",0.272876269488515,0.673216472749857,0.599048556260466,"ARI7/UPL5/SAMBA",3
"GO:0048653","GO:0048653","anther development","3/524","75/21644",0.272876269488515,0.673216472749857,0.599048556260466,"AtbZIP1/ATLOX4/ATLOX3",3
"GO:1902600","GO:1902600","proton transmembrane transport","3/524","75/21644",0.272876269488515,0.673216472749857,0.599048556260466,"NA/AHA2/AHA5",3
"GO:0006213","GO:0006213","pyrimidine nucleoside metabolic process","1/524","13/21644",0.27289989785199,0.673216472749857,0.599048556260466,"RSW10",1
"GO:0008216","GO:0008216","spermidine metabolic process","1/524","13/21644",0.27289989785199,0.673216472749857,0.599048556260466,"ATPAO4",1
"GO:0009173","GO:0009173","pyrimidine ribonucleoside monophosphate metabolic process","1/524","13/21644",0.27289989785199,0.673216472749857,0.599048556260466,"CARB",1
"GO:0009683","GO:0009683","indoleacetic acid metabolic process","1/524","13/21644",0.27289989785199,0.673216472749857,0.599048556260466,"CYP79B3",1
"GO:0010600","GO:0010600","regulation of auxin biosynthetic process","1/524","13/21644",0.27289989785199,0.673216472749857,0.599048556260466,"RVE1",1
"GO:0018126","GO:0018126","protein hydroxylation","1/524","13/21644",0.27289989785199,0.673216472749857,0.599048556260466,"AT-P4H-1",1
"GO:0018401","GO:0018401","peptidyl-proline hydroxylation to 4-hydroxy-L-proline","1/524","13/21644",0.27289989785199,0.673216472749857,0.599048556260466,"AT-P4H-1",1
"GO:0019430","GO:0019430","removal of superoxide radicals","1/524","13/21644",0.27289989785199,0.673216472749857,0.599048556260466,"AtSOD2",1
"GO:0019511","GO:0019511","peptidyl-proline hydroxylation","1/524","13/21644",0.27289989785199,0.673216472749857,0.599048556260466,"AT-P4H-1",1
"GO:0022898","GO:0022898","regulation of transmembrane transporter activity","1/524","13/21644",0.27289989785199,0.673216472749857,0.599048556260466,"FLS2",1
"GO:0032409","GO:0032409","regulation of transporter activity","1/524","13/21644",0.27289989785199,0.673216472749857,0.599048556260466,"FLS2",1
"GO:0032412","GO:0032412","regulation of ion transmembrane transporter activity","1/524","13/21644",0.27289989785199,0.673216472749857,0.599048556260466,"FLS2",1
"GO:0033617","GO:0033617","mitochondrial cytochrome c oxidase assembly","1/524","13/21644",0.27289989785199,0.673216472749857,0.599048556260466,"AtHIGD2",1
"GO:0034308","GO:0034308","primary alcohol metabolic process","1/524","13/21644",0.27289989785199,0.673216472749857,0.599048556260466,"ATSDC1",1
"GO:0045332","GO:0045332","phospholipid translocation","1/524","13/21644",0.27289989785199,0.673216472749857,0.599048556260466,"ALA2",1
"GO:0045493","GO:0045493","xylan catabolic process","1/524","13/21644",0.27289989785199,0.673216472749857,0.599048556260466,"ATBXL1",1
"GO:0071450","GO:0071450","cellular response to oxygen radical","1/524","13/21644",0.27289989785199,0.673216472749857,0.599048556260466,"AtSOD2",1
"GO:0071451","GO:0071451","cellular response to superoxide","1/524","13/21644",0.27289989785199,0.673216472749857,0.599048556260466,"AtSOD2",1
"GO:0098586","GO:0098586","cellular response to virus","1/524","13/21644",0.27289989785199,0.673216472749857,0.599048556260466,"ASU1",1
"GO:0072594","GO:0072594","establishment of protein localization to organelle","8/524","254/21644",0.2745996389224,0.675389780248786,0.60098243157731,"BP80-3;1/(AT)SRC2/CIA2/MGE1/ATRAN1/ATTOM22-V/ATI1/NA",8
"GO:0010118","GO:0010118","stomatal movement","5/524","145/21644",0.27504505799685,0.675389780248786,0.60098243157731,"AT-SYR1/UGT76C2/AtRZPF34/AtMPC1/ATEXO70B1",5
"GO:0044262","GO:0044262","cellular carbohydrate metabolic process","12/524","404/21644",0.275594170162135,0.675389780248786,0.60098243157731,"ATISA3/ATBXL1/ATSAL2/ATPTPKIS1/AtUGP1/RWA1/ATCSLB03/CYT1/NA/RRT1/RSW10/ATPHS2",12
"GO:0051186","GO:0051186","cofactor metabolic process","13/524","442/21644",0.275877076853503,0.675389780248786,0.60098243157731,"ATDFD/ATCAT3/NA/TPX2/CYT1/ATGLK1/ATGSTF10/EMB3127/ATGSTU19/ATISU1/hemf2/ATGSTU13/AtUPM1",13
"GO:1901615","GO:1901615","organic hydroxy compound metabolic process","10/524","329/21644",0.276452075920877,0.675389780248786,0.60098243157731,"ATSAL2/CBP60G/AtNCER3/NSL1/ATMYBL2/NA/XERICO/CAD1/ATNCED3/ATSDC1",10
"GO:0030036","GO:0030036","actin cytoskeleton organization","4/524","110/21644",0.276659670518955,0.675389780248786,0.60098243157731,"ADF3/ADF9/ATVIIIB/AFH3",4
"GO:0015711","GO:0015711","organic anion transport","6/524","182/21644",0.279444161043129,0.675389780248786,0.60098243157731,"ATGPT2/AtMPC1/ALA2/NA/NA/DIC3",6
"GO:0051273","GO:0051273","beta-glucan metabolic process","3/524","76/21644",0.279466811425649,0.675389780248786,0.60098243157731,"ATCSLB03/CYT1/RSW10",3
"GO:0055067","GO:0055067","monovalent inorganic cation homeostasis","3/524","76/21644",0.279466811425649,0.675389780248786,0.60098243157731,"AHA2/AHA5/ATNHX5",3
"GO:0006739","GO:0006739","NADP metabolic process","2/524","43/21644",0.279504527701828,0.675389780248786,0.60098243157731,"PGL1/RSW10",2
"GO:0006898","GO:0006898","receptor-mediated endocytosis","2/524","43/21644",0.279504527701828,0.675389780248786,0.60098243157731,"FLS2/AtCHC2",2
"GO:0015748","GO:0015748","organophosphate ester transport","2/524","43/21644",0.279504527701828,0.675389780248786,0.60098243157731,"ATGPT2/ALA2",2
"GO:0042157","GO:0042157","lipoprotein metabolic process","4/524","111/21644",0.282056193241332,0.679945713956602,0.605036440385112,"AKINBETA1/ARFA1D/ARF1/NA",4
"GO:0006367","GO:0006367","transcription initiation from RNA polymerase II promoter","2/524","44/21644",0.288517597697784,0.679945713956602,0.605036440385112,"NA/ATXPB1",2
"GO:0010214","GO:0010214","seed coat development","2/524","44/21644",0.288517597697784,0.679945713956602,0.605036440385112,"ATBXL1/RRT1",2
"GO:1901616","GO:1901616","organic hydroxy compound catabolic process","2/524","44/21644",0.288517597697784,0.679945713956602,0.605036440385112,"ATSAL2/NA",2
"GO:0016052","GO:0016052","carbohydrate catabolic process","7/524","221/21644",0.288845705769596,0.679945713956602,0.605036440385112,"ATISA3/ATBXL1/ATPTPKIS1/ATPME3/NA/NA/ATPHS2",7
"GO:0006189","GO:0006189","'de novo' IMP biosynthetic process","1/524","14/21644",0.290513528915074,0.679945713956602,0.605036440385112,"PUR4",1
"GO:0006271","GO:0006271","DNA strand elongation involved in DNA replication","1/524","14/21644",0.290513528915074,0.679945713956602,0.605036440385112,"ATPCNA2",1
"GO:0006448","GO:0006448","regulation of translational elongation","1/524","14/21644",0.290513528915074,0.679945713956602,0.605036440385112,"NA",1
"GO:0006541","GO:0006541","glutamine metabolic process","1/524","14/21644",0.290513528915074,0.679945713956602,0.605036440385112,"CARB",1
"GO:0006574","GO:0006574","valine catabolic process","1/524","14/21644",0.290513528915074,0.679945713956602,0.605036440385112,"NA",1
"GO:0008535","GO:0008535","respiratory chain complex IV assembly","1/524","14/21644",0.290513528915074,0.679945713956602,0.605036440385112,"AtHIGD2",1
"GO:0009051","GO:0009051","pentose-phosphate shunt, oxidative branch","1/524","14/21644",0.290513528915074,0.679945713956602,0.605036440385112,"PGL1",1
"GO:0015691","GO:0015691","cadmium ion transport","1/524","14/21644",0.290513528915074,0.679945713956602,0.605036440385112,"ABCG36",1
"GO:0022616","GO:0022616","DNA strand elongation","1/524","14/21644",0.290513528915074,0.679945713956602,0.605036440385112,"ATPCNA2",1
"GO:0031053","GO:0031053","primary miRNA processing","1/524","14/21644",0.290513528915074,0.679945713956602,0.605036440385112,"ASU1",1
