Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8
AT2G23900,Chr2,10174515,10176626,+,2112,0,0
AT2G23910,Chr2,10177834,10180064,+,2231,59,74
AT2G23920,Chr2,10180998,10181211,+,214,0,0
AT2G23930,Chr2,10182251,10183240,+,990,1340,1541
AT2G23940,Chr2,10183966,10185331,+,1366,226,233
AT2G23945,Chr2,10185229,10186605,-,1377,41,25
AT2G23950,Chr2,10187043,10190412,-,3370,415,406
AT2G23960,Chr2,10196059,10197610,+,1552,32,33
AT2G23970,Chr2,10199698,10201081,+,1384,5,5
AT2G23980,Chr2,10201104,10204467,-,3364,548,574
AT2G23985,Chr2,10204992,10206407,+,1416,48,64
AT2G23990,Chr2,10206835,10207911,-,1077,0,0
AT2G24000,Chr2,10209475,10214042,+,4568,0,4
AT2G24010,Chr2,10214714,10217542,+,2829,11,14
AT2G24020,Chr2,10217641,10219396,-,1756,1001,937
AT2G24030,Chr2,10220061,10222024,-,1964,14,10
AT2G24040,Chr2,10223945,10224630,+,686,169,188
AT2G24050,Chr2,10225225,10228638,-,3414,1093,1111
AT2G24060,Chr2,10229385,10231563,+,2179,1515,1406
AT2G24070,Chr2,10231682,10235476,-,3795,18,23
AT2G24080,Chr2,10237604,10238779,-,1176,0,0
AT2G24090,Chr2,10241964,10243614,+,1651,5193,4844
AT2G24100,Chr2,10244886,10246919,+,2034,263,282
AT2G24103,Chr2,10247206,10247462,+,257,0,0
AT2G24120,Chr2,10248911,10254641,-,5731,705,766
AT2G24130,Chr2,10258148,10261220,+,3073,0,1
AT2G24140,Chr2,10262554,10264033,-,1480,8,10
AT2G24150,Chr2,10265484,10267405,-,1922,1455,1339
AT2G24170,Chr2,10274144,10277266,-,3123,296,300
AT2G24180,Chr2,10281847,10283735,+,1889,555,601
AT2G24190,Chr2,10283621,10285000,-,1380,114,109
AT2G24200,Chr2,10286806,10289620,-,2815,3080,3218
AT2G24205,Chr2,10291418,10291762,+,345,0,0
AT2G24210,Chr2,10294330,10297530,+,3201,0,0
AT2G24220,Chr2,10300115,10301787,+,1673,70,48
AT2G24230,Chr2,10301817,10304812,-,2996,270,277
AT2G24240,Chr2,10310648,10312328,+,1681,41,39
AT2G24250,Chr2,10313286,10314920,-,1635,110,89
AT2G24255,Chr2,10315515,10317353,-,1839,2,0
AT2G24260,Chr2,10319334,10322222,-,2889,310,358
AT2G24270,Chr2,10327035,10329941,-,2907,3586,3857
AT2G24280,Chr2,10333284,10337128,+,3845,999,986
AT2G24285,Chr2,10337254,10337707,-,454,3,1
AT2G24290,Chr2,10338679,10340121,+,1443,371,366
AT2G24300,Chr2,10340816,10343736,+,2921,117,173
AT2G24310,Chr2,10344358,10345510,+,1153,18,36
AT2G24320,Chr2,10345421,10346829,-,1409,6,4
AT2G24330,Chr2,10347160,10349825,-,2666,351,345
AT2G24340,Chr2,10355430,10359546,-,4117,1,1
AT2G24350,Chr2,10361126,10364492,+,3367,67,42
AT2G24360,Chr2,10364451,10366902,-,2452,1292,1174
AT2G24370,Chr2,10369979,10373063,-,3085,0,0
AT2G24380,Chr2,10373576,10373648,+,73,0,0
AT2G24390,Chr2,10373570,10375011,+,1442,141,162
AT2G24395,Chr2,10375470,10376265,+,796,118,104
AT2G24400,Chr2,10377791,10378586,-,796,14,22
AT2G24410,Chr2,10379159,10379407,-,249,1,1
AT2G24420,Chr2,10380026,10383405,+,3380,874,847
AT2G24430,Chr2,10383517,10386625,-,3109,27,28
AT2G24440,Chr2,10391089,10392828,+,1740,57,71
AT2G24450,Chr2,10392787,10393976,-,1190,1,5
AT2G24460,Chr2,10394329,10395390,+,1062,0,0
AT2G24470,Chr2,10395828,10396622,-,795,0,0
AT2G24480,Chr2,10397588,10398184,+,597,2,1
AT2G24490,Chr2,10397377,10400498,-,3122,290,267
AT2G24500,Chr2,10401035,10402934,-,1900,1033,962
AT2G24510,Chr2,10404373,10405650,+,1278,0,0
AT2G24513,Chr2,10408887,10409015,+,129,0,0
AT2G24520,Chr2,10415432,10419783,+,4352,193,178
AT2G24530,Chr2,10421841,10424113,+,2273,53,45
AT2G24540,Chr2,10426342,10427594,+,1253,191,170
AT2G24545,Chr2,10425818,10427513,-,1696,191,170
AT2G24550,Chr2,10427856,10429222,-,1367,203,266
AT2G24560,Chr2,10431537,10432933,+,1397,5,1
AT2G24570,Chr2,10437398,10439298,-,1901,331,320
AT2G24580,Chr2,10444790,10446242,-,1453,648,638
AT2G24590,Chr2,10449631,10451184,+,1554,1235,1089
AT2G24592,Chr2,10451419,10451511,+,93,252,205
AT2G24600,Chr2,10452116,10454524,-,2409,108,130
AT2G24610,Chr2,10457045,10460508,+,3464,109,105
AT2G24615,Chr2,10461199,10462818,+,1620,0,0
AT2G24617,Chr2,10462910,10463224,+,315,0,0
AT2G24620,Chr2,10463076,10463549,-,474,0,0
AT2G24625,Chr2,10468340,10469286,+,947,0,0
AT2G24630,Chr2,10471303,10474503,-,3201,173,150
AT2G24640,Chr2,10475210,10479454,-,4245,362,327
AT2G24645,Chr2,10480532,10482795,-,2264,44,40
AT2G24650,Chr2,10483490,10487571,-,4082,220,204
AT2G24670,Chr2,10492669,10493567,+,899,0,0
AT2G24680,Chr2,10493263,10496878,-,3616,17,18
AT2G24681,Chr2,10497147,10498331,-,1185,5,4
AT2G24683,Chr2,10498727,10498861,+,135,8,3
AT2G24690,Chr2,10499551,10503140,-,3590,222,229
AT2G24692,Chr2,10503604,10503974,+,371,16,15
AT2G24693,Chr2,10506058,10506825,+,768,0,0
AT2G24696,Chr2,10509068,10510902,-,1835,0,0
AT2G24700,Chr2,10513016,10515411,-,2396,47,40
AT2G24710,Chr2,10516880,10520549,-,3670,3,5
AT2G24720,Chr2,10522783,10525840,-,3058,0,0
AT2G24735,Chr2,10528064,10533887,+,5824,1,1
AT2G24740,Chr2,10529690,10531957,-,2268,0,0
AT2G24755,Chr2,10541738,10549434,-,7697,208,221
AT2G24762,Chr2,10559384,10560175,+,792,465,430
AT2G24765,Chr2,10562726,10565198,+,2473,565,589
AT2G24780,Chr2,10565622,10565946,-,325,0,0
AT2G24790,Chr2,10566898,10568145,+,1248,1301,1364
AT2G24800,Chr2,10571255,10572570,-,1316,6,5
AT2G24810,Chr2,10573862,10574699,+,838,1,0
AT2G24820,Chr2,10574979,10576938,+,1960,1717,1720
AT2G24830,Chr2,10576856,10579230,-,2375,230,262
AT2G24834,Chr2,10580135,10580311,+,177,0,0
AT2G24840,Chr2,10581082,10582015,+,934,0,0
AT2G24850,Chr2,10582830,10585216,-,2387,13,12
AT2G24860,Chr2,10586775,10588329,-,1555,354,408
AT2G24870,Chr2,10588660,10589016,-,357,0,1
AT2G24880,Chr2,10590554,10590862,-,309,0,0
AT2G24940,Chr2,10609394,10612232,+,2839,1390,1393
AT2G24945,Chr2,10609413,10612232,+,2820,1390,1393
AT2G24950,Chr2,10613105,10615563,+,2459,0,0
AT2G24960,Chr2,10617263,10620034,+,2772,111,103
AT2G24970,Chr2,10620118,10621307,-,1190,27,31
AT2G24980,Chr2,10622453,10624132,+,1680,1930,1010
AT2G24990,Chr2,10625214,10628299,+,3086,582,608
AT2G25000,Chr2,10629737,10631413,+,1677,139,133
AT2G25010,Chr2,10631531,10633663,+,2133,184,206
AT2G25011,Chr2,10634280,10634616,-,337,0,0
AT2G25050,Chr2,10653709,10660226,-,6518,227,238
AT2G25052,Chr2,10660074,10660226,-,153,0,1
AT2G25060,Chr2,10662241,10663103,+,863,1239,1194
AT2G25070,Chr2,10663240,10665964,-,2725,340,379
AT2G25080,Chr2,10668049,10670019,+,1971,2903,2891
AT2G25090,Chr2,10670467,10672653,-,2187,45,38
AT2G25095,Chr2,10676472,10676553,-,82,4,1
AT2G25100,Chr2,10679524,10681998,-,2475,246,232
AT2G25110,Chr2,10684135,10686085,+,1951,763,807
AT2G25120,Chr2,10689934,10691569,+,1636,0,0
AT2G25130,Chr2,10695182,10697000,-,1819,20,20
AT2G25140,Chr2,10697703,10702152,-,4450,720,748
AT2G25150,Chr2,10702363,10704294,-,1932,9,10
AT2G25160,Chr2,10709064,10711240,-,2177,159,158
AT2G25169,Chr2,10712606,10714014,-,1409,0,0
AT2G25170,Chr2,10713807,10723986,+,10180,742,759
AT2G25171,Chr2,10718096,10718198,+,103,0,0
AT2G25180,Chr2,10724301,10726961,-,2661,656,657
AT2G25185,Chr2,10731622,10732024,+,403,0,0
AT2G25190,Chr2,10733946,10735699,+,1754,135,155
AT2G25200,Chr2,10736483,10737654,-,1172,38,40
AT2G25210,Chr2,10739855,10740552,+,698,1315,1433
AT2G25220,Chr2,10742713,10745594,-,2882,43,45
AT2G25230,Chr2,10747211,10748467,-,1257,0,0
AT2G25240,Chr2,10751768,10753134,-,1367,82,66
AT2G25250,Chr2,10753835,10754713,+,879,611,589
AT2G25260,Chr2,10755524,10757772,-,2249,72,64
AT2G25270,Chr2,10759724,10762568,+,2845,277,313
AT2G25280,Chr2,10762355,10764810,-,2456,454,467
AT2G25290,Chr2,10765702,10768665,-,2964,101,82
AT2G25295,Chr2,10769933,10770421,+,489,0,0
AT2G25300,Chr2,10771694,10774294,-,2601,89,81
AT2G25305,Chr2,10774621,10774976,-,356,0,0
AT2G25310,Chr2,10777101,10779226,-,2126,331,295
AT2G25312,Chr2,10780074,10780409,-,336,0,0
AT2G25320,Chr2,10781851,10788065,-,6215,532,555
AT2G25330,Chr2,10788946,10791331,-,2386,0,0
AT2G25340,Chr2,10792664,10793832,-,1169,0,0
AT2G25344,Chr2,10795135,10796039,+,905,0,0
AT2G25350,Chr2,10797599,10800756,+,3158,119,81
AT2G25355,Chr2,10801278,10803722,+,2445,210,185
AT2G25360,Chr2,10804249,10805761,+,1513,0,0
AT2G25370,Chr2,10806680,10809945,+,3266,0,0
AT2G25400,Chr2,10813839,10813911,+,73,0,0
AT2G25409,Chr2,10815362,10815995,-,634,1,0
AT2G25410,Chr2,10814470,10815994,+,1525,2,0
AT2G25420,Chr2,10816749,10821053,+,4305,127,118
AT2G25430,Chr2,10822370,10824916,+,2547,2087,2046
AT2G25440,Chr2,10826735,10829402,+,2668,6,4
AT2G25450,Chr2,10829916,10831655,-,1740,8487,8328
AT2G25460,Chr2,10832754,10835483,-,2730,60,53
AT2G25470,Chr2,10838420,10841881,+,3462,23,23
AT2G25480,Chr2,10842863,10845698,+,2836,700,695
AT2G25482,Chr2,10845884,10846348,-,465,0,0
AT2G25490,Chr2,10847375,10850532,-,3158,1657,1669
AT2G25500,Chr2,10854652,10854948,-,297,0,0
AT2G25510,Chr2,10856372,10857156,+,785,3461,3259
AT2G25520,Chr2,10860828,10862357,+,1530,1885,1668
AT2G25530,Chr2,10863059,10866757,+,3699,98,97
AT2G25540,Chr2,10866822,10872077,-,5256,2,2
AT2G25560,Chr2,10880671,10883868,+,3198,226,204
AT2G25565,Chr2,10884062,10885295,-,1234,6,0
AT2G25570,Chr2,10884966,10887921,-,2956,108,96
AT2G25580,Chr2,10888014,10890367,+,2354,133,154
AT2G25590,Chr2,10890903,10893772,+,2870,117,157
AT2G25600,Chr2,10894486,10898642,+,4157,0,0
AT2G25605,Chr2,10899443,10901041,+,1599,172,142
AT2G25610,Chr2,10901291,10902531,-,1241,357,347
AT2G25620,Chr2,10902943,10905245,-,2303,479,464
AT2G25625,Chr2,10906428,10907288,+,861,154,154
AT2G25630,Chr2,10908360,10909880,+,1521,0,0
AT2G25640,Chr2,10910498,10913969,+,3472,276,263
AT2G25650,Chr2,10914586,10916216,+,1631,462,471
AT2G25660,Chr2,10916203,10927390,-,11188,420,495
AT2G25670,Chr2,10928664,10931062,-,2399,3577,3674
AT2G25680,Chr2,10933061,10934551,-,1491,105,114
AT2G25685,Chr2,10937678,10938081,-,404,1,0
AT2G25690,Chr2,10940096,10942255,-,2160,63,46
AT2G25697,Chr2,10947096,10947245,+,150,0,0
AT2G25700,Chr2,10948747,10949626,-,880,0,0
AT2G25710,Chr2,10952561,10955377,+,2817,255,209
AT2G25720,Chr2,10955519,10956052,-,534,166,182
AT2G25730,Chr2,10956301,10972927,-,16627,423,383
AT2G25735,Chr2,10975060,10975759,-,700,32,28
AT2G25737,Chr2,10976936,10979900,+,2965,112,124
AT2G25740,Chr2,10980122,10983945,+,3824,251,222
AT2G25760,Chr2,10984808,10988924,-,4117,656,665
AT2G25770,Chr2,10992808,10993652,+,845,1,0
AT2G25780,Chr2,10995141,10996024,+,884,1,1
AT2G25790,Chr2,11000599,11004235,+,3637,251,234
AT2G25800,Chr2,11005924,11009739,-,3816,545,556
AT2G25810,Chr2,11012506,11014170,+,1665,622,594
AT2G25820,Chr2,11014890,11015800,+,911,11,13
AT2G25830,Chr2,11018716,11021699,-,2984,689,703
AT2G25840,Chr2,11021848,11025370,+,3523,725,713
AT2G25850,Chr2,11025420,11030776,-,5357,406,355
AT2G25870,Chr2,11031115,11034454,+,3340,1414,1462
AT2G25880,Chr2,11034652,11036910,-,2259,397,414
AT2G25890,Chr2,11037380,11038126,+,747,11,16
AT2G25900,Chr2,11041331,11043209,+,1879,309,317
AT2G25910,Chr2,11049055,11052066,-,3012,1205,1211
AT2G25920,Chr2,11054291,11056042,-,1752,226,179
AT2G25930,Chr2,11059035,11063324,+,4290,818,791
AT2G25940,Chr2,11063301,11066028,-,2728,53,55
AT2G25950,Chr2,11068644,11070661,+,2018,384,344
AT2G25964,Chr2,11070639,11071287,-,649,74,75
AT2G25970,Chr2,11071651,11075669,-,4019,3871,3775
AT2G25980,Chr2,11077488,11079918,-,2431,875,862
AT2G25990,Chr2,11080586,11080706,+,121,0,0
AT2G26000,Chr2,11081302,11085350,+,4049,127,109
AT2G26010,Chr2,11087348,11087944,+,597,23,21
AT2G26020,Chr2,11089250,11089597,+,348,0,0
AT2G26030,Chr2,11091334,11093168,-,1835,110,90
AT2G26040,Chr2,11094832,11095404,-,573,173,166
AT2G26050,Chr2,11098652,11099380,-,729,1,0
AT2G26060,Chr2,11102301,11105355,+,3055,514,476
AT2G26070,Chr2,11105672,11107188,-,1517,238,261
AT2G26080,Chr2,11109003,11113828,-,4826,9021,9792
AT2G26090,Chr2,11115679,11115759,-,81,0,0
AT2G26100,Chr2,11115905,11118208,-,2304,307,332
AT2G26110,Chr2,11120869,11122059,+,1191,261,236
AT2G26120,Chr2,11123430,11123817,+,388,1,0
AT2G26130,Chr2,11127134,11128476,+,1343,0,0
AT2G26135,Chr2,11130119,11131514,+,1396,0,0
AT2G26140,Chr2,11131578,11135345,-,3768,2218,2164
AT2G26150,Chr2,11135682,11137396,+,1715,49,55
AT2G26160,Chr2,11137978,11139451,-,1474,4,1
AT2G26170,Chr2,11140809,11143360,+,2552,335,343
AT2G26180,Chr2,11143290,11145103,-,1814,282,257
AT2G26190,Chr2,11147639,11150510,-,2872,563,493
AT2G26200,Chr2,11152726,11156466,+,3741,413,419
AT2G26210,Chr2,11157118,11159292,+,2175,343,440
AT2G26211,Chr2,11159702,11159803,+,102,3,8
AT2G26230,Chr2,11164575,11167195,+,2621,613,543
AT2G26240,Chr2,11167257,11168473,-,1217,731,691
AT2G26250,Chr2,11170418,11173142,-,2725,3004,2894
AT2G26260,Chr2,11178100,11182976,+,4877,399,373
AT2G26267,Chr2,11184213,11184419,+,207,8,8
AT2G26270,Chr2,11184739,11187775,+,3037,145,157
AT2G26280,Chr2,11187733,11191337,-,3605,1497,1581
AT2G26290,Chr2,11192137,11194259,-,2123,34,52
AT2G26300,Chr2,11196996,11201102,+,4107,694,725
AT2G26310,Chr2,11201303,11204153,+,2851,60,58
AT2G26320,Chr2,11205389,11206287,-,899,0,0
AT2G26330,Chr2,11208183,11213971,-,5789,1012,987
AT2G26340,Chr2,11215252,11217033,+,1782,973,1013
AT2G26350,Chr2,11217439,11220507,-,3069,171,168
AT2G26355,Chr2,11220708,11221535,+,828,52,54
AT2G26360,Chr2,11221516,11223213,-,1698,32,30
AT2G26370,Chr2,11224565,11226214,+,1650,35,37
AT2G26380,Chr2,11226615,11228057,-,1443,6,3
AT2G26390,Chr2,11229087,11230491,-,1405,3,7
AT2G26400,Chr2,11231800,11233295,-,1496,15,6
AT2G26410,Chr2,11234651,11236936,-,2286,25,27
AT2G26420,Chr2,11239434,11242239,-,2806,46,58
AT2G26430,Chr2,11243219,11246035,-,2817,636,658
AT2G26440,Chr2,11247383,11249493,+,2111,325,316
AT2G26450,Chr2,11251120,11253612,+,2493,0,0
AT2G26460,Chr2,11254932,11258973,-,4042,400,424
AT2G26470,Chr2,11259153,11262494,-,3342,152,154
AT2G26480,Chr2,11263963,11265684,+,1722,43,32
AT2G26490,Chr2,11267942,11269623,+,1682,0,0
AT2G26500,Chr2,11270089,11270953,+,865,3237,3096
AT2G26510,Chr2,11273911,11277630,+,3720,893,959
AT2G26511,Chr2,11277789,11277890,+,102,0,0
AT2G26520,Chr2,11280025,11280940,+,916,59,55
AT2G26530,Chr2,11282775,11284229,-,1455,179,230
AT2G26540,Chr2,11287365,11290360,-,2996,448,435
AT2G26550,Chr2,11291218,11293445,-,2228,414,439
AT2G26560,Chr2,11293769,11295806,-,2038,65,86
AT2G26570,Chr2,11299144,11302191,+,3048,650,619
AT2G26580,Chr2,11303590,11306953,-,3364,361,338
AT2G26590,Chr2,11311004,11315096,-,4093,739,734
AT2G26600,Chr2,11316412,11318483,+,2072,296,304
AT2G26610,Chr2,11318771,11324174,+,5404,1,2
AT2G26620,Chr2,11325163,11326835,-,1673,5,1
AT2G26640,Chr2,11329870,11331858,+,1989,417,396
AT2G26650,Chr2,11331850,11336607,-,4758,484,411
AT2G26660,Chr2,11338932,11340950,+,2019,385,324
AT2G26670,Chr2,11341684,11343572,+,1889,979,1018
AT2G26680,Chr2,11343801,11345402,-,1602,337,337
AT2G26690,Chr2,11347147,11350993,-,3847,821,793
AT2G26692,Chr2,11350719,11351293,+,575,29,17
AT2G26695,Chr2,11365098,11365965,+,868,223,241
AT2G26700,Chr2,11368596,11371099,+,2504,64,61
AT2G26710,Chr2,11380492,11383612,+,3121,102,110
AT2G26720,Chr2,11384782,11385402,+,621,0,0
AT2G26730,Chr2,11388407,11391641,+,3235,1047,1084
AT2G26740,Chr2,11392965,11394279,-,1315,1020,1029
AT2G26750,Chr2,11395896,11397092,-,1197,7,7
AT2G26760,Chr2,11401329,11403427,+,2099,264,283
AT2G26770,Chr2,11404066,11408326,-,4261,516,520
AT2G26780,Chr2,11410076,11423776,+,13701,568,568
AT2G26790,Chr2,11425270,11427669,-,2400,16,21
AT2G26800,Chr2,11429022,11432732,-,3711,684,634
AT2G26810,Chr2,11433733,11436277,-,2545,91,114
AT2G26820,Chr2,11437808,11442199,+,4392,3,24
AT2G26830,Chr2,11443561,11447171,+,3611,158,154
AT2G26840,Chr2,11447197,11448949,-,1753,195,182
AT2G26850,Chr2,11449269,11451239,-,1971,0,0
AT2G26860,Chr2,11451973,11453843,-,1871,173,155
AT2G26865,Chr2,11455613,11455849,-,237,0,0
AT2G26870,Chr2,11457008,11459365,-,2358,173,171
AT2G26880,Chr2,11459906,11461099,-,1194,0,0
AT2G26882,Chr2,11460219,11461021,+,803,0,0
AT2G26890,Chr2,11462067,11474325,-,12259,854,809
AT2G26900,Chr2,11474952,11477944,-,2993,3485,3531
AT2G26910,Chr2,11481623,11488186,+,6564,1074,1071
AT2G26920,Chr2,11489004,11491751,+,2748,425,439
AT2G26930,Chr2,11491707,11494266,-,2560,687,670
AT2G26940,Chr2,11496518,11497378,-,861,1,3
AT2G26950,Chr2,11500721,11502136,-,1416,0,0
AT2G26960,Chr2,11506065,11507426,-,1362,2,0
AT2G26970,Chr2,11509721,11511914,-,2194,152,173
AT2G26975,Chr2,11512861,11513553,+,693,716,633
AT2G26980,Chr2,11514703,11518734,-,4032,631,633
AT2G26990,Chr2,11519507,11522587,-,3081,811,918
AT2G27000,Chr2,11523304,11525095,-,1792,133,128
AT2G27010,Chr2,11526168,11527854,-,1687,90,103
AT2G27020,Chr2,11528348,11530976,-,2629,2347,2364
AT2G27030,Chr2,11532004,11534333,+,2330,556,578
AT2G27035,Chr2,11535650,11536485,+,836,18,14
AT2G27040,Chr2,11536534,11542357,-,5824,1440,1491
AT2G27050,Chr2,11545753,11548293,+,2541,1151,1225
AT2G27060,Chr2,11551041,11554775,+,3735,420,447
AT2G27070,Chr2,11555781,11560215,-,4435,0,0
AT2G27080,Chr2,11563933,11567504,+,3572,199,179
AT2G27090,Chr2,11567436,11571856,-,4421,519,498
AT2G27100,Chr2,11572550,11576658,+,4109,1323,1313
AT2G27110,Chr2,11576669,11580794,-,4126,362,371
AT2G27120,Chr2,11581223,11594346,+,13124,3,1
AT2G27130,Chr2,11595292,11596542,+,1251,127,124
AT2G27140,Chr2,11598379,11599322,-,944,159,181
AT2G27145,Chr2,11600193,11600700,-,508,0,0
AT2G27150,Chr2,11601754,11608450,+,6697,340,337
AT2G27160,Chr2,11607432,11608416,-,985,1,1
AT2G27170,Chr2,11609122,11617434,-,8313,469,554
AT2G27180,Chr2,11620233,11621174,+,942,3,5
AT2G27190,Chr2,11621222,11623618,-,2397,862,981
AT2G27200,Chr2,11625417,11628189,+,2773,156,119
AT2G27210,Chr2,11629777,11636795,+,7019,477,444
AT2G27220,Chr2,11637164,11639537,-,2374,2,0
AT2G27228,Chr2,11650358,11654143,+,3786,636,653
AT2G27229,Chr2,11649154,11649998,+,845,1,1
AT2G27230,Chr2,11650358,11654143,+,3786,636,653
AT2G27240,Chr2,11659579,11662408,+,2830,3,4
AT2G27250,Chr2,11664986,11665769,-,784,3,3
AT2G27260,Chr2,11669655,11670644,+,990,256,205
AT2G27270,Chr2,11672271,11673208,+,938,0,0
AT2G27280,Chr2,11673826,11675613,-,1788,1,1
AT2G27285,Chr2,11675960,11678118,-,2159,411,376
AT2G27290,Chr2,11678400,11679797,-,1398,781,792
AT2G27300,Chr2,11680417,11681955,-,1539,9,12
AT2G27310,Chr2,11683862,11684967,-,1106,185,199
AT2G27315,Chr2,11689591,11689953,-,363,0,0
AT2G27320,Chr2,11692884,11694916,+,2033,0,0
AT2G27330,Chr2,11695032,11696630,-,1599,332,278
AT2G27340,Chr2,11696737,11699224,+,2488,133,151
AT2G27350,Chr2,11699549,11704272,-,4724,561,596
AT2G27360,Chr2,11706198,11708065,+,1868,221,231
AT2G27370,Chr2,11708450,11710004,-,1555,157,132
AT2G27380,Chr2,11713411,11715696,+,2286,11,3
AT2G27385,Chr2,11716001,11717432,-,1432,1866,1866
AT2G27389,Chr2,11720294,11721081,+,788,22,18
AT2G27390,Chr2,11720484,11720888,-,405,21,18
AT2G27400,Chr2,11721539,11722468,-,930,135,114
AT2G27402,Chr2,11723525,11724362,+,838,434,435
AT2G27410,Chr2,11724427,11725419,-,993,0,0
AT2G27420,Chr2,11726144,11727614,-,1471,252,273
AT2G27430,Chr2,11729826,11733210,-,3385,38,36
AT2G27450,Chr2,11737432,11739690,-,2259,842,914
AT2G27460,Chr2,11740634,11745011,+,4378,461,473
AT2G27470,Chr2,11744981,11746411,-,1431,340,387
AT2G27480,Chr2,11746720,11748051,+,1332,44,55
AT2G27490,Chr2,11748015,11750182,-,2168,156,156
AT2G27500,Chr2,11752170,11754028,-,1859,239,239
AT2G27505,Chr2,11756566,11757829,+,1264,9,10
AT2G27510,Chr2,11758079,11759476,-,1398,1932,1871
AT2G27520,Chr2,11762061,11763104,+,1044,0,0
AT2G27530,Chr2,11763217,11764845,-,1629,5320,4962
AT2G27535,Chr2,11765323,11766144,-,822,1,2
AT2G27540,Chr2,11768951,11769100,+,150,0,0
AT2G27550,Chr2,11773251,11774681,+,1431,318,338
AT2G27560,Chr2,11774852,11774923,-,72,0,0
AT2G27570,Chr2,11775329,11776305,+,977,0,0
AT2G27580,Chr2,11776411,11777529,-,1119,317,306
AT2G27590,Chr2,11777554,11779851,-,2298,202,218
AT2G27600,Chr2,11781038,11783992,+,2955,2029,2203
AT2G27610,Chr2,11783927,11786533,-,2607,32,39
AT2G27630,Chr2,11787398,11792604,-,5207,4,5
AT2G27650,Chr2,11792825,11797712,-,4888,0,0
AT2G27660,Chr2,11798537,11800850,-,2314,161,135
AT2G27670,Chr2,11801568,11802891,-,1324,0,0
AT2G27680,Chr2,11803811,11806013,-,2203,1916,1895
AT2G27690,Chr2,11809306,11811215,+,1910,14,22
AT2G27700,Chr2,11813949,11816002,-,2054,0,0
AT2G27710,Chr2,11816634,11817867,+,1234,7359,7046
AT2G27720,Chr2,11818491,11819578,+,1088,4556,4445
AT2G27730,Chr2,11819829,11821878,-,2050,2178,2138
AT2G27740,Chr2,11822732,11823732,+,1001,15,11
AT2G27750,Chr2,11823916,11824461,-,546,1,0
AT2G27760,Chr2,11824798,11827591,+,2794,111,106
AT2G27770,Chr2,11832809,11834369,-,1561,97,74
AT2G27775,Chr2,11842267,11843293,-,1027,517,492
AT2G27780,Chr2,11845472,11846578,-,1107,0,0
AT2G27790,Chr2,11847109,11849559,-,2451,57,46
AT2G27800,Chr2,11849789,11851363,-,1575,35,37
AT2G27810,Chr2,11852080,11856291,+,4212,690,656
AT2G27820,Chr2,11856768,11858288,+,1521,545,535
AT2G27830,Chr2,11860218,11861475,+,1258,185,179
AT2G27840,Chr2,11861994,11863886,+,1893,454,476
AT2G27850,Chr2,11864154,11864225,-,72,0,0
AT2G27860,Chr2,11864393,11866907,-,2515,4657,4644
AT2G27880,Chr2,11871488,11876894,+,5407,7,10
AT2G27900,Chr2,11877430,11886013,+,8584,562,541
AT2G27920,Chr2,11885571,11889176,-,3606,90,96
AT2G27930,Chr2,11892369,11893488,+,1120,40,39
AT2G27940,Chr2,11897942,11898867,+,926,0,0
AT2G27950,Chr2,11899205,11904007,-,4803,640,643
AT2G27960,Chr2,11910723,11911685,-,963,367,432
AT2G27970,Chr2,11912212,11913297,-,1086,283,298
AT2G27980,Chr2,11913629,11919741,-,6113,513,447
AT2G27990,Chr2,11921433,11924698,-,3266,36,46
AT2G28000,Chr2,11926449,11929389,+,2941,11220,11453
AT2G28010,Chr2,11930579,11931769,-,1191,0,0
AT2G28020,Chr2,11933702,11934060,+,359,0,0
AT2G28030,Chr2,11934208,11935386,-,1179,0,0
AT2G28040,Chr2,11936054,11937401,-,1348,21,29
AT2G28050,Chr2,11938265,11939653,-,1389,28,27
AT2G28056,Chr2,11941661,11943604,-,1944,0,0
AT2G28060,Chr2,11949986,11952204,-,2219,214,234
AT2G28070,Chr2,11956432,11959782,+,3351,432,428
AT2G28080,Chr2,11960571,11963293,-,2723,269,295
AT2G28085,Chr2,11968120,11968620,-,501,0,0
AT2G28090,Chr2,11972140,11974007,-,1868,0,0
AT2G28100,Chr2,11974663,11976600,+,1938,237,205
AT2G28105,Chr2,11976303,11977913,+,1611,173,166
AT2G28110,Chr2,11977944,11979837,-,1894,101,135
AT2G28120,Chr2,11985687,11987738,+,2052,91,84
AT2G28130,Chr2,11988676,11991617,+,2942,141,113
AT2G28140,Chr2,11994966,11996002,+,1037,24,20
AT2G28150,Chr2,11999836,12002499,+,2664,374,368
AT2G28160,Chr2,12004708,12006122,+,1415,33,42
AT2G28170,Chr2,12006371,12009956,-,3586,0,0
AT2G28180,Chr2,12010994,12013890,-,2897,0,1
AT2G28190,Chr2,12014498,12016569,+,2072,509,548
AT2G28200,Chr2,12024149,12025306,+,1158,206,209
AT2G28210,Chr2,12029997,12032420,+,2424,26,21
AT2G28220,Chr2,12033953,12037527,+,3575,0,0
AT2G28230,Chr2,12037677,12039046,-,1370,125,180
AT2G28240,Chr2,12039212,12042143,+,2932,237,189
AT2G28250,Chr2,12043482,12046537,+,3056,231,267
AT2G28260,Chr2,12049989,12052453,+,2465,77,72
AT2G28270,Chr2,12053542,12054398,+,857,0,5
AT2G28290,Chr2,12056213,12073083,+,16871,1198,1160
